,AGE,DRIVING_EXPERIENCE,CREDIT_SCORE,VEHICLE_OWNERSHIP,MARRIED,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,GENDER,VEHICLE_YEAR(before 2015),VEHICLE_TYPE(sports car)
4429,3,1,0.5604330905011693,0.0,1.0,9.0,0,0,1,0.0,0,1,0
4430,3,3,0.4749449197589778,1.0,1.0,10.0,5,2,3,0.0,1,1,0
4431,3,3,0.6318939098560339,1.0,1.0,11.697003206900366,3,0,1,1.0,0,0,0
4432,0,0,0.3429919679805145,1.0,0.0,11.0,0,0,0,0.0,1,1,0
4433,0,0,0.3726072321973579,0.0,0.0,13.0,0,0,0,1.0,0,1,0
4434,3,2,0.3133649001918091,1.0,0.0,16.0,0,0,2,0.0,1,1,0
4435,3,0,0.7105541821801868,0.0,1.0,6.0,0,0,0,0.0,0,0,0
4436,0,0,0.5692990604033793,1.0,0.0,16.0,0,0,0,0.0,1,1,0
4437,0,0,0.3502986139950299,0.0,1.0,11.697003206900366,0,0,0,1.0,0,1,0
4438,0,0,0.125876021475771,0.0,0.0,13.0,0,0,0,1.0,0,1,0
4439,3,2,0.4724972715175827,1.0,1.0,8.0,5,0,0,0.0,0,1,0
4440,3,3,0.4769839114431049,0.0,1.0,11.697003206900366,7,1,7,0.0,0,1,0
4441,2,2,0.5201339798328273,0.0,0.0,15.0,0,1,4,0.0,1,1,0
4442,0,0,0.3619797686528825,1.0,1.0,9.0,0,0,0,1.0,0,1,0
4443,3,1,0.6493051965795881,1.0,1.0,11.697003206900366,0,0,2,0.0,1,0,0
4444,1,1,0.6146055541785024,1.0,1.0,13.0,2,0,2,0.0,1,1,0
4445,3,2,0.5007809330173665,1.0,1.0,12.0,3,1,4,0.0,1,1,0
4446,2,2,0.4342868826115913,1.0,1.0,8.0,2,0,3,0.0,0,1,0
4447,1,1,0.7387942652421202,1.0,1.0,7.0,1,1,2,0.0,0,0,0
4448,3,3,0.611025804696296,1.0,1.0,11.0,9,2,0,0.0,1,1,0
4449,0,0,0.4785171808870951,0.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
4450,1,0,0.6617623171027551,0.0,0.0,12.0,0,0,0,1.0,0,1,0
4451,2,2,0.5413064292913027,0.0,1.0,15.0,3,1,5,0.0,1,0,0
4452,2,0,0.5000213867376812,0.0,1.0,7.0,0,0,0,1.0,0,0,0
4453,0,0,0.3719966212360733,1.0,0.0,13.0,0,0,0,1.0,0,0,0
4454,1,1,0.3733517484190592,1.0,0.0,12.0,2,0,1,0.0,1,0,0
4455,2,1,0.3676999467873958,0.0,0.0,11.0,3,0,1,1.0,1,1,0
4456,0,0,0.5166275624988707,1.0,1.0,11.0,0,0,0,0.0,0,1,1
4457,0,0,0.5158128096027941,0.0,0.0,13.0,0,0,0,1.0,1,1,0
4458,2,0,0.3799769303710112,1.0,1.0,8.0,0,0,0,0.0,1,1,0
4459,1,1,0.2906585782861853,0.0,0.0,11.0,0,0,0,1.0,0,1,0
4460,3,0,0.5664803541417762,1.0,1.0,13.0,0,0,0,1.0,1,0,0
4461,3,0,0.6537539401202856,1.0,1.0,12.0,0,0,0,0.0,1,1,0
4462,2,2,0.7803260213286224,1.0,1.0,11.0,3,2,2,0.0,0,1,0
4463,2,1,0.4756415573198944,1.0,0.0,11.0,3,0,1,0.0,1,1,0
4464,0,0,0.4171379042012048,0.0,0.0,9.0,0,0,0,1.0,1,1,0
4465,0,0,0.3062405743253307,0.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
4466,2,2,0.6542522695839297,1.0,1.0,14.0,0,0,5,0.0,0,1,0
4467,2,2,0.6313729366403598,1.0,1.0,11.697003206900366,1,0,1,0.0,0,1,0
4468,1,1,0.7271021840599643,1.0,1.0,10.0,1,0,1,0.0,0,0,0
4469,1,1,0.6363897020686304,0.0,0.0,14.0,2,0,1,0.0,0,0,0
4470,0,0,0.6002715507045969,1.0,0.0,11.0,0,0,0,1.0,0,1,0
4471,1,1,0.3563552245022904,1.0,0.0,11.0,0,0,2,0.0,1,1,0
4472,3,3,0.5158128096027941,1.0,1.0,14.0,2,1,0,0.0,0,1,0
4473,0,0,0.2780592730162457,0.0,0.0,13.0,0,0,0,1.0,1,1,0
4474,1,1,0.4734694426803175,1.0,0.0,11.697003206900366,1,0,1,0.0,1,1,0
4475,2,0,0.5705501188346498,0.0,0.0,13.0,0,0,0,1.0,0,1,0
4476,3,3,0.6150164518767631,1.0,1.0,12.0,7,1,2,0.0,1,0,0
4477,2,1,0.6382398477061927,1.0,1.0,11.697003206900366,3,0,0,0.0,0,1,0
4478,1,1,0.3687405751299056,0.0,0.0,10.0,0,1,0,1.0,0,1,0
4479,2,2,0.5301296786789398,1.0,1.0,7.0,7,1,7,0.0,1,1,0
4480,0,0,0.2937734797657989,1.0,1.0,15.0,0,0,0,0.0,1,0,0
4481,2,0,0.496348566024565,1.0,1.0,9.0,0,0,0,1.0,1,1,0
4482,2,0,0.5674248512153593,1.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
4483,3,0,0.5158128096027941,1.0,1.0,7.0,0,0,0,0.0,1,0,0
4484,2,2,0.5104519008425812,1.0,1.0,13.0,2,0,0,0.0,0,1,0
4485,2,2,0.6259845554110721,1.0,1.0,9.0,5,0,4,0.0,1,0,0
4486,0,0,0.2742965947555988,0.0,0.0,13.0,0,0,0,1.0,0,1,0
4487,1,0,0.3995197370775148,1.0,0.0,12.0,0,0,0,1.0,1,1,0
4488,3,2,0.6131027456976457,1.0,1.0,11.0,2,0,1,0.0,0,1,0
4489,1,1,0.5270502779694257,1.0,1.0,14.0,0,0,0,1.0,0,1,0
4490,2,2,0.5158128096027941,1.0,0.0,11.697003206900366,4,0,0,0.0,0,1,0
4491,0,0,0.3052779796034817,1.0,0.0,14.0,0,0,0,0.0,1,1,0
4492,3,0,0.388318726016919,0.0,1.0,6.0,0,0,0,1.0,1,1,0
4493,3,3,0.7317510997528144,0.0,0.0,11.0,3,1,3,0.0,0,1,1
4494,3,2,0.7619142282454627,1.0,1.0,4.0,3,0,2,0.0,0,0,0
4495,3,2,0.5643945162909217,1.0,1.0,8.0,1,1,1,0.0,0,0,0
4496,1,1,0.5136794013139744,1.0,1.0,10.0,0,0,0,1.0,0,1,0
4497,1,1,0.5301561613693467,0.0,1.0,11.697003206900366,2,0,2,0.0,1,1,0
4498,3,3,0.5158128096027941,1.0,0.0,11.0,5,0,4,0.0,0,0,0
4499,2,2,0.4127218308928998,0.0,1.0,10.0,5,0,2,0.0,1,0,0
4500,0,0,0.3535914355308349,0.0,0.0,18.0,0,0,0,1.0,1,1,0
4501,2,2,0.4942586346498898,1.0,0.0,10.0,5,0,1,0.0,1,1,0
4502,2,0,0.700903983018759,1.0,1.0,13.0,0,0,0,0.0,1,0,0
4503,3,3,0.6357864862470928,1.0,1.0,9.0,1,0,4,0.0,1,1,0
4504,1,0,0.5081461701497614,0.0,0.0,16.0,0,0,0,1.0,0,1,0
4505,2,0,0.5360413995455892,1.0,0.0,7.0,0,0,0,1.0,1,1,0
4506,1,1,0.4410815998953904,1.0,1.0,7.0,1,0,5,0.0,1,1,0
4507,2,2,0.6996415652113668,1.0,1.0,15.0,2,0,4,0.0,0,1,0
4508,1,1,0.3388037064687044,0.0,1.0,11.0,1,0,2,1.0,1,1,0
4509,2,2,0.5650031106332037,1.0,1.0,10.0,6,3,1,0.0,1,0,0
4510,1,1,0.4133590098652053,0.0,1.0,13.0,0,0,0,0.0,0,1,0
4511,2,2,0.5158128096027941,1.0,1.0,10.0,4,0,2,0.0,0,1,1
4512,1,1,0.7959581827339991,1.0,1.0,12.0,1,0,0,0.0,0,1,0
4513,3,3,0.7757473661757602,1.0,0.0,15.0,1,0,0,0.0,0,0,0
4514,3,1,0.8230096283587163,1.0,0.0,12.0,0,0,1,0.0,0,1,0
4515,1,1,0.4201928308169212,1.0,0.0,14.0,0,0,0,1.0,0,1,0
4516,0,0,0.3599244986413249,0.0,0.0,14.0,0,0,0,0.0,0,1,0
4517,0,0,0.3798713560182286,1.0,0.0,12.0,0,0,0,1.0,1,1,0
4518,2,2,0.5646372244446138,1.0,1.0,11.0,2,0,3,0.0,0,1,0
4519,1,1,0.267850926228347,1.0,0.0,11.0,2,0,1,0.0,1,0,1
4520,0,0,0.6154318618450819,1.0,0.0,14.0,0,0,0,0.0,1,1,0
4521,2,2,0.6894583760122324,1.0,1.0,10.0,2,0,0,0.0,0,0,1
4522,1,1,0.5158128096027941,0.0,0.0,17.0,0,0,3,1.0,1,1,0
4523,0,0,0.3624019906938345,1.0,0.0,19.0,0,0,0,0.0,1,0,0
4524,1,0,0.5125749545613042,1.0,1.0,12.0,0,0,0,1.0,0,1,0
4525,0,0,0.4162127670592956,1.0,0.0,12.0,0,0,0,0.0,0,1,0
4526,1,1,0.3723248690093146,0.0,1.0,10.0,2,0,3,1.0,1,1,0
4527,3,0,0.5158128096027941,1.0,1.0,8.0,0,0,0,0.0,0,0,0
4528,0,0,0.3768178228435793,1.0,0.0,15.0,0,0,0,0.0,1,1,0
4529,2,2,0.6536281126746596,1.0,1.0,11.0,1,0,1,0.0,0,1,0
4530,2,0,0.6602273781790129,0.0,1.0,15.0,0,0,0,1.0,0,1,0
4531,0,0,0.3658610998046321,0.0,1.0,11.697003206900366,0,0,0,1.0,1,1,0
4532,3,3,0.5486902877324284,1.0,1.0,7.0,8,1,3,0.0,0,1,0
4533,3,2,0.5652583172558898,1.0,0.0,11.0,0,1,6,0.0,1,1,0
4534,1,1,0.6074893477679281,1.0,1.0,12.0,2,0,2,0.0,0,1,0
4535,2,2,0.4152228755621419,0.0,0.0,13.0,0,0,0,0.0,0,1,0
4536,2,2,0.4279715507148589,0.0,1.0,14.0,5,1,1,0.0,1,1,0
4537,2,0,0.5453406994508277,0.0,1.0,11.0,0,0,0,1.0,1,0,0
4538,3,3,0.5714023734738001,1.0,0.0,13.0,3,1,1,0.0,0,0,0
4539,0,0,0.7003260679630406,1.0,0.0,10.0,0,0,0,1.0,1,1,0
4540,0,0,0.4115718511621122,0.0,0.0,13.0,0,0,0,1.0,1,1,0
4541,0,0,0.5158128096027941,0.0,0.0,14.0,0,0,0,1.0,1,1,0
4542,2,2,0.463855482996792,1.0,0.0,12.0,1,1,2,0.0,1,1,0
4543,2,1,0.5158128096027941,1.0,1.0,4.0,2,0,0,0.0,0,0,0
4544,3,3,0.5029451790704568,0.0,1.0,11.697003206900366,4,0,3,0.0,0,0,0
4545,0,0,0.4542164593661432,1.0,0.0,11.0,0,0,0,1.0,0,1,0
4546,2,2,0.644447075341619,1.0,1.0,13.0,1,0,0,0.0,1,0,0
4547,1,1,0.5954371784751078,1.0,0.0,9.0,3,1,2,0.0,1,0,0
4548,0,0,0.4204690769573473,0.0,0.0,19.0,0,0,0,1.0,0,1,0
4549,0,0,0.461407191078389,1.0,1.0,12.0,0,0,0,0.0,0,1,0
4550,1,0,0.5544887300796564,0.0,1.0,11.0,0,0,0,1.0,0,1,0
4551,1,1,0.4586346490181029,1.0,0.0,14.0,1,0,0,0.0,0,1,0
4552,1,1,0.9158831831488206,1.0,0.0,8.0,1,0,0,0.0,0,0,0
4553,2,2,0.4980701350202885,0.0,1.0,10.0,1,2,2,0.0,0,1,0
4554,2,1,0.5425334710175437,1.0,0.0,15.0,1,0,3,0.0,1,1,0
4555,1,1,0.3823578060284721,1.0,1.0,9.0,5,1,2,1.0,1,1,0
4556,3,1,0.6603027887946995,1.0,1.0,14.0,0,0,0,0.0,0,0,0
4557,0,0,0.3717103885775602,0.0,0.0,16.0,0,0,0,1.0,0,0,0
4558,3,1,0.477054017561411,1.0,1.0,8.0,3,0,2,0.0,1,1,0
4559,2,2,0.4364309323734987,1.0,0.0,11.0,5,1,1,0.0,0,1,0
4560,1,1,0.4607490448966651,0.0,0.0,17.0,0,0,2,1.0,0,0,0
4561,2,1,0.5066082176197472,0.0,1.0,11.697003206900366,1,0,0,0.0,0,1,1
4562,1,1,0.5302377246883134,1.0,0.0,11.697003206900366,0,0,1,1.0,1,1,0
4563,1,1,0.3652866241614818,1.0,1.0,15.0,0,2,1,0.0,0,1,0
4564,3,1,0.512299236712214,1.0,1.0,8.0,3,0,2,0.0,1,0,0
4565,2,1,0.7061275331201278,1.0,0.0,15.0,1,1,0,0.0,0,1,0
4566,2,2,0.4469120060756799,1.0,0.0,17.0,2,0,1,0.0,1,1,0
4567,2,2,0.5013521608604269,0.0,1.0,12.0,0,0,0,0.0,0,1,0
4568,2,0,0.572233119572234,0.0,1.0,15.0,0,0,0,1.0,1,0,0
4569,0,0,0.2443288323783283,1.0,0.0,14.0,0,0,0,1.0,1,1,1
4570,3,0,0.6482954425862152,1.0,1.0,12.0,0,0,0,0.0,1,0,0
4571,2,2,0.4002505875039869,0.0,1.0,10.0,1,1,0,0.0,1,1,0
4572,3,3,0.6639085673279531,1.0,1.0,11.0,5,1,3,0.0,1,0,0
4573,1,1,0.6387437905815525,0.0,0.0,11.697003206900366,0,0,1,0.0,0,1,0
4574,0,0,0.3648212045675012,0.0,1.0,11.0,0,0,0,1.0,1,1,0
4575,1,1,0.5158128096027941,0.0,0.0,12.0,1,0,3,0.0,0,1,0
4576,1,1,0.5386000312163111,1.0,1.0,11.697003206900366,1,0,2,0.0,1,1,0
4577,0,0,0.6303596053783685,1.0,0.0,17.0,0,0,0,0.0,0,0,0
4578,2,2,0.3170848157196212,0.0,0.0,10.0,1,0,1,0.0,0,1,0
4579,3,3,0.7325167189145091,1.0,0.0,14.0,1,1,1,0.0,0,0,0
4580,1,1,0.5158128096027941,1.0,1.0,11.0,5,1,0,1.0,0,1,0
4581,2,1,0.5165137726504382,1.0,1.0,11.0,1,0,0,1.0,1,1,0
4582,3,3,0.5474226018840016,0.0,0.0,9.0,3,0,0,0.0,0,0,0
4583,2,1,0.5532878649453684,1.0,1.0,11.697003206900366,5,1,0,1.0,1,1,0
4584,3,3,0.7040167848993909,0.0,1.0,9.0,8,3,2,0.0,0,1,0
4585,1,0,0.3436194334626074,0.0,0.0,13.0,0,0,0,1.0,1,1,0
4586,3,3,0.4623741269626041,1.0,1.0,12.0,4,1,0,0.0,0,1,0
4587,1,1,0.3046446613416892,1.0,0.0,14.0,0,1,2,0.0,1,1,0
4588,3,1,0.5177198597638372,1.0,0.0,14.0,0,0,1,0.0,1,0,0
4589,2,1,0.337982157109614,0.0,0.0,14.0,0,0,2,1.0,1,1,0
4590,2,2,0.5012016464960637,1.0,1.0,9.0,3,0,7,0.0,1,0,0
4591,0,0,0.3328405916686445,0.0,0.0,15.0,0,0,0,1.0,0,1,0
4592,2,2,0.2004533927670908,1.0,1.0,13.0,1,0,3,0.0,0,1,0
4593,3,0,0.4636819987592986,1.0,1.0,11.697003206900366,0,0,0,1.0,1,1,0
4594,0,0,0.3361296916996169,0.0,0.0,15.0,0,0,0,1.0,1,1,1
4595,2,2,0.5896264136610501,0.0,0.0,13.0,2,0,0,0.0,0,1,0
4596,1,1,0.4687956515558582,1.0,0.0,11.697003206900366,3,0,3,0.0,0,0,0
4597,1,1,0.2108689054754592,0.0,0.0,11.697003206900366,1,0,2,0.0,0,1,0
4598,3,1,0.5111929995274689,1.0,1.0,10.0,1,0,1,0.0,0,1,0
4599,3,3,0.5536498715309797,1.0,1.0,10.0,2,0,2,0.0,0,0,0
4600,1,1,0.5158128096027941,1.0,0.0,10.0,1,0,1,1.0,1,1,0
4601,2,0,0.385141018106485,1.0,1.0,13.0,0,0,0,0.0,1,0,0
4602,1,0,0.2849997121914649,1.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
4603,1,1,0.3979618661028081,0.0,1.0,11.0,0,0,2,1.0,0,1,0
4604,1,1,0.715479376690354,1.0,0.0,11.0,3,0,3,0.0,0,1,0
4605,3,3,0.6512214569817708,1.0,1.0,14.0,4,1,1,0.0,0,1,0
4606,0,0,0.5158128096027941,1.0,0.0,13.0,0,0,0,0.0,1,0,0
4607,3,3,0.6344631340760569,1.0,0.0,14.0,1,1,0,0.0,0,1,0
4608,1,1,0.6251524522713268,0.0,1.0,9.0,5,0,0,0.0,0,0,0
4609,3,0,0.7175269462003973,0.0,0.0,15.0,0,0,0,1.0,1,0,1
4610,2,1,0.6326816478087667,1.0,1.0,11.0,0,1,2,0.0,0,1,0
4611,2,1,0.6027829997778529,1.0,1.0,7.0,4,0,0,0.0,0,0,1
4612,3,3,0.5158128096027941,1.0,0.0,8.0,6,1,5,0.0,1,0,0
4613,2,2,0.5773259298186989,1.0,0.0,11.0,2,0,5,0.0,1,0,0
4614,2,2,0.6472514091979392,1.0,1.0,11.697003206900366,2,1,0,0.0,1,0,0
4615,3,3,0.6167916312739175,1.0,0.0,14.0,10,2,3,0.0,1,0,0
4616,3,3,0.8200196878140237,1.0,1.0,15.0,1,1,1,0.0,0,0,0
4617,1,1,0.562390088556753,1.0,0.0,13.0,0,0,1,0.0,0,1,0
4618,1,1,0.5127623848904239,1.0,1.0,7.0,3,1,6,0.0,1,0,1
4619,3,3,0.5158128096027941,1.0,1.0,6.0,3,3,2,0.0,0,0,0
4620,1,1,0.6385326675776967,1.0,0.0,12.0,1,0,2,0.0,1,1,0
4621,0,0,0.5446819795280333,0.0,0.0,16.0,0,0,0,1.0,0,0,0
4622,1,1,0.4474534475555053,1.0,0.0,13.0,2,1,1,0.0,0,1,0
4623,0,0,0.6095981129999479,1.0,0.0,11.697003206900366,0,0,0,0.0,1,1,0
4624,3,0,0.5987105265088776,1.0,1.0,9.0,0,0,0,1.0,1,1,0
4625,1,1,0.5198664943388236,0.0,1.0,11.0,1,0,1,1.0,1,1,0
4626,0,0,0.3225694941788896,1.0,1.0,11.697003206900366,0,0,0,1.0,1,1,0
4627,2,2,0.5158128096027941,0.0,0.0,14.0,1,1,0,0.0,0,1,0
4628,3,1,0.4784375832901694,1.0,1.0,11.0,0,0,1,0.0,1,0,0
4629,3,2,0.4585831321444608,1.0,1.0,14.0,4,0,2,0.0,1,1,0
4630,2,1,0.6608672323543052,1.0,1.0,10.0,1,0,1,1.0,1,0,0
4631,3,1,0.4549700561261504,1.0,1.0,5.0,0,1,0,0.0,0,0,0
4632,2,2,0.5350647203236554,1.0,1.0,11.697003206900366,1,0,4,0.0,0,0,0
4633,3,3,0.5330511243895587,1.0,0.0,12.0,2,1,6,0.0,1,1,0
4634,1,1,0.5866044035645778,1.0,1.0,11.0,0,0,2,0.0,0,1,0
4635,0,0,0.6621970815237619,1.0,0.0,12.0,0,0,0,0.0,0,0,0
4636,3,1,0.5520767973926749,0.0,0.0,13.0,1,0,1,1.0,1,1,0
4637,3,3,0.5843478180715549,1.0,1.0,12.0,2,0,5,0.0,1,1,0
4638,0,0,0.3919416002202052,0.0,0.0,11.697003206900366,0,0,0,1.0,1,1,1
4639,2,0,0.6328643879795967,1.0,1.0,10.0,0,0,0,1.0,1,1,0
4640,2,0,0.6441433294943851,1.0,1.0,7.0,0,0,0,1.0,1,1,0
4641,0,0,0.3719044158733219,0.0,0.0,16.0,0,0,0,1.0,0,1,0
4642,2,0,0.5533950888413254,1.0,1.0,9.0,0,0,0,1.0,1,1,0
4643,2,2,0.5038033404653214,1.0,1.0,10.0,3,0,2,0.0,1,1,0
4644,1,1,0.4908294164091601,1.0,1.0,6.0,1,0,2,0.0,1,1,0
4645,1,1,0.3618314257599834,0.0,0.0,11.0,1,0,0,1.0,0,1,0
4646,2,2,0.5158128096027941,0.0,0.0,13.0,1,1,0,0.0,0,0,0
4647,1,1,0.4809404543943058,0.0,1.0,9.0,5,0,5,1.0,1,1,0
4648,1,1,0.5013150905182883,0.0,0.0,17.0,1,0,0,1.0,1,1,0
4649,2,2,0.6975714838326199,0.0,1.0,13.0,2,1,4,0.0,1,1,0
4650,2,2,0.4076322765382582,0.0,1.0,11.0,5,0,4,0.0,1,1,0
4651,2,1,0.3935696626424533,1.0,1.0,9.0,2,0,1,0.0,1,1,0
4652,2,2,0.5158128096027941,0.0,0.0,11.0,3,0,7,0.0,1,1,0
4653,1,0,0.4845533311312765,0.0,0.0,13.0,0,0,0,1.0,1,1,0
4654,3,3,0.5905385436778711,1.0,0.0,12.0,7,0,6,0.0,1,1,0
4655,1,0,0.4194646966156586,1.0,0.0,12.0,0,0,0,1.0,0,1,0
4656,3,2,0.7387633756082187,1.0,1.0,10.0,4,0,0,0.0,0,0,0
4657,0,0,0.5795235938386997,1.0,1.0,9.0,0,0,0,0.0,0,1,0
4658,1,1,0.5069636356843386,1.0,0.0,12.0,0,0,2,0.0,1,1,0
4659,2,2,0.7523626049543374,0.0,1.0,9.0,3,1,1,0.0,0,1,0
4660,2,0,0.4795135788273541,1.0,0.0,13.0,0,0,0,0.0,1,0,0
4661,3,1,0.4463844946941819,1.0,0.0,8.0,1,0,3,0.0,0,1,0
4662,0,0,0.4543114590508771,1.0,0.0,13.0,0,0,0,1.0,1,1,0
4663,2,0,0.3393086444315488,1.0,1.0,10.0,0,0,0,1.0,1,1,0
4664,2,2,0.6328648012800853,1.0,1.0,11.0,4,2,2,0.0,1,1,0
4665,1,0,0.5591236098410128,1.0,1.0,6.0,0,0,0,0.0,0,0,1
4666,0,0,0.2927542812589402,1.0,0.0,11.697003206900366,0,0,0,0.0,0,1,0
4667,2,0,0.5158128096027941,0.0,1.0,9.0,0,0,0,1.0,1,0,0
4668,1,0,0.2508318262318689,0.0,0.0,13.0,0,0,0,0.0,0,1,0
4669,2,2,0.5385077709353471,0.0,1.0,8.0,2,2,0,0.0,0,0,0
4670,2,2,0.4869395119230473,1.0,1.0,11.0,4,0,4,0.0,1,0,0
4671,0,0,0.4948093876201021,0.0,0.0,16.0,0,0,0,1.0,0,1,0
4672,2,2,0.3753440227515216,1.0,1.0,9.0,4,0,2,1.0,0,1,0
4673,1,1,0.5211344299762245,0.0,1.0,13.0,1,0,0,0.0,0,0,0
4674,2,2,0.6007118624815957,1.0,1.0,11.697003206900366,12,0,3,0.0,1,0,0
4675,1,1,0.2291647302298253,0.0,1.0,15.0,0,0,1,0.0,0,1,0
4676,1,1,0.4359312030698289,0.0,0.0,10.0,1,0,0,1.0,0,1,0
4677,0,0,0.3997821163574981,0.0,0.0,17.0,0,0,0,1.0,1,1,0
4678,2,2,0.5927698538282068,0.0,1.0,11.0,7,0,3,0.0,1,1,0
4679,2,2,0.4121274692859129,1.0,1.0,7.0,6,0,2,0.0,1,0,0
4680,0,0,0.4652236746119535,1.0,0.0,16.0,0,0,0,0.0,0,1,0
4681,3,3,0.5396125023152104,0.0,1.0,11.0,4,0,11,0.0,1,1,0
4682,0,0,0.3041750304936165,1.0,0.0,14.0,0,0,0,1.0,0,0,0
4683,3,3,0.7606175236961679,0.0,1.0,8.0,7,0,1,0.0,1,1,0
4684,3,2,0.5534622777479923,1.0,1.0,8.0,3,1,4,0.0,0,1,0
4685,3,2,0.6421518240233457,1.0,0.0,10.0,3,0,7,0.0,0,1,0
4686,0,0,0.3717009607507985,1.0,0.0,11.697003206900366,0,0,0,0.0,0,0,0
4687,2,0,0.7130417589740766,0.0,0.0,8.0,0,0,0,1.0,1,1,0
4688,0,0,0.3770509975396274,1.0,0.0,13.0,0,0,0,0.0,0,1,0
4689,0,0,0.3240043349815389,0.0,0.0,17.0,0,0,0,1.0,0,1,0
4690,0,0,0.226734278562446,0.0,0.0,9.0,0,0,0,1.0,0,1,0
4691,0,0,0.2150234265757672,0.0,0.0,14.0,0,0,0,1.0,0,1,0
4692,0,0,0.3566508009417655,1.0,0.0,11.0,0,0,0,1.0,1,1,0
4693,2,2,0.5363148091435546,1.0,1.0,11.0,2,0,2,0.0,0,1,0
4694,2,2,0.6817110154432734,1.0,0.0,13.0,1,1,3,0.0,0,1,0
4695,1,1,0.6763506447647986,1.0,0.0,14.0,0,0,0,0.0,0,1,0
4696,2,2,0.6700656571076721,1.0,1.0,11.697003206900366,1,1,1,0.0,1,0,0
4697,2,1,0.5638599791376707,0.0,1.0,13.0,0,0,1,0.0,0,1,0
4698,1,1,0.4056386696737108,1.0,0.0,15.0,1,1,0,0.0,0,1,0
4699,2,2,0.3296752876443378,1.0,1.0,13.0,1,0,5,0.0,0,0,0
4700,1,1,0.5599372295279516,1.0,1.0,14.0,0,0,1,0.0,0,1,1
4701,1,1,0.4893652258060092,1.0,1.0,15.0,1,0,1,1.0,0,1,0
4702,1,1,0.4166623408665704,0.0,1.0,12.0,3,0,2,0.0,1,1,0
4703,0,0,0.4040996330416273,0.0,0.0,17.0,0,0,0,1.0,1,1,0
4704,2,2,0.4912530942089903,1.0,0.0,14.0,0,0,2,0.0,0,1,0
4705,2,2,0.3712489315888498,1.0,1.0,5.0,12,0,2,0.0,1,1,0
4706,0,0,0.3486077166376033,0.0,0.0,18.0,0,0,0,1.0,0,1,0
4707,0,0,0.3784275122206737,1.0,0.0,10.0,0,0,0,1.0,0,1,0
4708,3,3,0.4186462666783617,0.0,1.0,11.0,7,1,3,0.0,0,0,0
4709,1,1,0.239601811089347,1.0,0.0,17.0,0,0,0,0.0,1,1,0
4710,2,2,0.6488500999275332,1.0,1.0,12.0,1,0,0,0.0,0,0,0
4711,1,1,0.5346089416239137,1.0,0.0,11.0,1,0,5,0.0,1,1,1
4712,0,0,0.5158128096027941,1.0,1.0,10.0,0,0,0,0.0,0,0,0
4713,2,2,0.6218330526938859,1.0,0.0,16.0,0,1,0,0.0,0,1,0
4714,0,0,0.2387284686650751,0.0,0.0,14.0,0,0,0,1.0,1,1,0
4715,3,3,0.6613015055538642,1.0,1.0,10.0,2,0,3,1.0,0,1,0
4716,1,1,0.4255008878845209,1.0,0.0,12.0,0,0,1,0.0,1,1,0
4717,2,2,0.5141863808882946,0.0,1.0,10.0,0,2,2,1.0,1,1,0
4718,2,2,0.6846906708686749,1.0,1.0,11.0,2,1,6,0.0,1,0,0
4719,0,0,0.5158128096027941,1.0,1.0,12.0,0,0,0,0.0,1,1,0
4720,2,2,0.4252781870544744,0.0,0.0,12.0,4,1,0,0.0,1,1,1
4721,2,2,0.6983343972589173,1.0,1.0,13.0,1,0,2,0.0,0,1,0
4722,0,0,0.1926279254414204,0.0,1.0,8.0,0,0,0,1.0,0,1,0
4723,0,0,0.4756818292180803,1.0,0.0,10.0,0,0,0,0.0,0,1,0
4724,2,2,0.5423362429107399,1.0,1.0,10.0,3,0,5,0.0,1,1,0
4725,2,2,0.6495023966946109,1.0,1.0,14.0,1,1,0,1.0,0,1,0
4726,1,1,0.5095214601607623,1.0,0.0,13.0,2,1,0,0.0,0,0,0
4727,0,0,0.7129579382614474,1.0,0.0,12.0,0,0,0,0.0,0,0,0
4728,0,0,0.2173998671718008,1.0,0.0,17.0,0,0,0,0.0,0,0,0
4729,3,3,0.6958698252477195,0.0,1.0,9.0,3,0,2,0.0,0,0,0
4730,3,3,0.7067539325684986,1.0,0.0,14.0,2,0,0,0.0,0,0,0
4731,1,1,0.4006684278650776,1.0,1.0,11.0,3,0,0,1.0,1,1,0
4732,1,1,0.2666952827902061,0.0,0.0,12.0,1,0,1,0.0,0,1,0
4733,0,0,0.3855758248598593,0.0,0.0,11.697003206900366,0,0,0,0.0,1,1,0
4734,2,2,0.6008004231570677,0.0,0.0,14.0,4,0,1,0.0,1,0,0
4735,3,3,0.4752202699814938,1.0,0.0,14.0,4,1,1,0.0,1,0,0
4736,2,2,0.4481947429015405,1.0,1.0,12.0,0,0,1,0.0,0,1,0
4737,1,1,0.5286165003895587,1.0,1.0,14.0,2,0,3,0.0,1,1,0
4738,2,0,0.479566722770817,1.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
4739,2,2,0.6783361946053551,1.0,1.0,8.0,2,0,7,0.0,1,0,0
4740,0,0,0.535812428215268,1.0,0.0,15.0,0,0,0,1.0,0,1,0
